,URL,Name,Salience,Mentions
771,https://medigence.com/hospitals/cardiac-sciences/cabg/india,solution,6.175996e-05,['solution']
772,https://medigence.com/hospitals/cardiac-sciences/cabg/india,HDU bedsPatient,6.152918e-05,['HDU bedsPatient']
773,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Sarvodaya Hospital Faridabad.Technologies,6.146513e-05,['Sarvodaya Hospital Faridabad.Technologies']
774,https://medigence.com/hospitals/cardiac-sciences/cabg/india,fibrillations,6.0795675e-05,['fibrillations']
775,https://medigence.com/hospitals/cardiac-sciences/cabg/india,some,6.0524162e-05,['some']
776,https://medigence.com/hospitals/cardiac-sciences/cabg/india,treatments,6.0496484e-05,['treatments']
777,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cancer treatment,6.0496484e-05,['cancer treatment']
778,https://medigence.com/hospitals/cardiac-sciences/cabg/india,healthcare requirements,6.0476337e-05,['healthcare requirements']
779,https://medigence.com/hospitals/cardiac-sciences/cabg/india,bookings,6.0473558e-05,['bookings']
780,https://medigence.com/hospitals/cardiac-sciences/cabg/india,treatment,6.046607e-05,['treatment']
781,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cities,6.034587e-05,['cities']
782,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cities,6.0322276e-05,['cities']
783,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cities,6.0317645e-05,['cities']
784,https://medigence.com/hospitals/cardiac-sciences/cabg/india,healthcare personnel,6.031313e-05,['healthcare personnel']
785,https://medigence.com/hospitals/cardiac-sciences/cabg/india,stroke,6.031313e-05,['stroke']
786,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cities,6.028163e-05,['cities']
787,https://medigence.com/hospitals/cardiac-sciences/cabg/india,placement,6.0280116e-05,['placement']
788,https://medigence.com/hospitals/cardiac-sciences/cabg/india,position,6.0280116e-05,['position']
789,https://medigence.com/hospitals/cardiac-sciences/cabg/india,portion,6.0280116e-05,['portion']
790,https://medigence.com/hospitals/cardiac-sciences/cabg/india,vessel,6.0189275e-05,['vessel']
791,https://medigence.com/hospitals/cardiac-sciences/cabg/india,graft vessel,6.0189275e-05,['graft vessel']
792,https://medigence.com/hospitals/cardiac-sciences/cabg/india,clot,6.0189155e-05,['clot']
793,https://medigence.com/hospitals/cardiac-sciences/cabg/india,vessel,6.0180504e-05,['vessel']
794,https://medigence.com/hospitals/cardiac-sciences/cabg/india,heart attack,6.0175036e-05,['heart attack']
795,https://medigence.com/hospitals/cardiac-sciences/cabg/india,pain,6.0161183e-05,['pain']
796,https://medigence.com/hospitals/cardiac-sciences/cabg/india,fatigue,6.0147588e-05,['fatigue']
797,https://medigence.com/hospitals/cardiac-sciences/cabg/india,case,6.0129965e-05,['case']
798,https://medigence.com/hospitals/cardiac-sciences/cabg/india,heart attack,6.0121132e-05,['heart attack']
799,https://medigence.com/hospitals/cardiac-sciences/cabg/india,portion,6.0121132e-05,['portion']
800,https://medigence.com/hospitals/cardiac-sciences/cabg/india,chance,6.0121132e-05,['chance']
801,https://medigence.com/hospitals/cardiac-sciences/cabg/india,incision,6.0105947e-05,['incision']
802,https://medigence.com/hospitals/cardiac-sciences/cabg/india,region,6.0098115e-05,['region']
803,https://medigence.com/hospitals/cardiac-sciences/cabg/india,trauma,6.0067592e-05,['trauma']
804,https://medigence.com/hospitals/cardiac-sciences/cabg/india,therapies,6.0060156e-05,['therapies']
805,https://medigence.com/hospitals/cardiac-sciences/cabg/india,stay,6.004551e-05,['stay']
806,https://medigence.com/hospitals/cardiac-sciences/cabg/india,hand,6.0001556e-05,['hand']
807,https://medigence.com/hospitals/cardiac-sciences/cabg/india,selection,5.997982e-05,['selection']
808,https://medigence.com/hospitals/cardiac-sciences/cabg/india,use,5.9969192e-05,['use']
809,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cutting,5.9938204e-05,['cutting']
810,https://medigence.com/hospitals/cardiac-sciences/cabg/india,wave,5.9764297e-05,['wave']
811,https://medigence.com/hospitals/cardiac-sciences/cabg/india,innovations,5.9764297e-05,['innovations']
812,https://medigence.com/hospitals/cardiac-sciences/cabg/india,broadband MRI,5.9764297e-05,['broadband MRI']
813,https://medigence.com/hospitals/cardiac-sciences/cabg/india,dialysis,5.9764297e-05,['dialysis']
814,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Doppler,5.9764297e-05,['Doppler']
815,https://medigence.com/hospitals/cardiac-sciences/cabg/india,tumor,5.9764297e-05,['tumor']
816,https://medigence.com/hospitals/cardiac-sciences/cabg/india,liver,5.9764297e-05,['liver']
817,https://medigence.com/hospitals/cardiac-sciences/cabg/india,resolution,5.9764297e-05,['resolution']
818,https://medigence.com/hospitals/cardiac-sciences/cabg/india,innovations,5.9764297e-05,['innovations']
819,https://medigence.com/hospitals/cardiac-sciences/cabg/india,ChennaiUSD 5110USD 6400Sakra World Hospital,5.97554e-05,['ChennaiUSD 5110USD 6400Sakra World Hospital']
820,https://medigence.com/hospitals/cardiac-sciences/cabg/india,ChennaiUSD 5220USD 6420W Pratiksha Hospital,5.97554e-05,['ChennaiUSD 5220USD 6420W Pratiksha Hospital']
821,https://medigence.com/hospitals/cardiac-sciences/cabg/india,DelhiUSD 5410USD 6460Wockhardt Hospital - A New Age Hospital,5.97554e-05,['DelhiUSD 5410USD 6460Wockhardt Hospital - A New Age Hospital']
822,https://medigence.com/hospitals/cardiac-sciences/cabg/india,BengaluruUSD 5050USD 6270Apollo Multispecialty Hospitals,5.97554e-05,['BengaluruUSD 5050USD 6270Apollo Multispecialty Hospitals']
823,https://medigence.com/hospitals/cardiac-sciences/cabg/india,PuneUSD 5460USD 6060BLK-Max Super Speciality Hospital,5.97554e-05,['PuneUSD 5460USD 6060BLK-Max Super Speciality Hospital']
824,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Gurgaon Fortis Hospital,5.9739312e-05,['Gurgaon Fortis Hospital']
825,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Delhi Nanavati Hospital,5.9739312e-05,['Delhi Nanavati Hospital']
826,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Delhi Medanta Medicity Hospital,5.9739312e-05,['Delhi Medanta Medicity Hospital']
827,https://medigence.com/hospitals/cardiac-sciences/cabg/india,energy,5.972224e-05,['energy']
828,https://medigence.com/hospitals/cardiac-sciences/cabg/india,angiolipoma excision,5.972224e-05,['angiolipoma excision']
829,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Stroke Trauma Unit,5.965454e-05,['Stroke Trauma Unit']
830,https://medigence.com/hospitals/cardiac-sciences/cabg/india,rehabilitation,5.9608952e-05,['rehabilitation']
831,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Cosmetology,5.9608952e-05,['Cosmetology']
832,https://medigence.com/hospitals/cardiac-sciences/cabg/india,healthcare facilities,5.921434e-05,['healthcare facilities']
833,https://medigence.com/hospitals/cardiac-sciences/cabg/india,facilities,5.9195692e-05,['facilities']
834,https://medigence.com/hospitals/cardiac-sciences/cabg/india,treatment,5.9063314e-05,['treatment']
835,https://medigence.com/hospitals/cardiac-sciences/cabg/india,benefits,5.9024358e-05,['benefits']
836,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cities,5.8877464e-05,['cities']
837,https://medigence.com/hospitals/cardiac-sciences/cabg/india,HospitalMinimum CostMaximum CostWockhardt Hospital,5.830136e-05,['HospitalMinimum CostMaximum CostWockhardt Hospital']
838,https://medigence.com/hospitals/cardiac-sciences/cabg/india,institutes,5.827315e-05,['institutes']
839,https://medigence.com/hospitals/cardiac-sciences/cabg/india,cities,5.814298e-05,['cities']
840,https://medigence.com/hospitals/cardiac-sciences/cabg/india,facilities,5.776979e-05,['facilities']
841,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Percutaneous Valve Therapies,5.750274e-05,['Percutaneous Valve Therapies']
842,https://medigence.com/hospitals/cardiac-sciences/cabg/india,India4350 USD,5.740566e-05,['India4350 USD']
843,https://medigence.com/hospitals/cardiac-sciences/cabg/india,India7115 USD,5.740566e-05,['India7115 USD']
844,https://medigence.com/hospitals/cardiac-sciences/cabg/india,India4150 USD,5.740566e-05,['India4150 USD']
845,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Doctor Name Cost Book AppointmentDr,5.7378984e-05,['Doctor Name Cost Book AppointmentDr']
846,https://medigence.com/hospitals/cardiac-sciences/cabg/india,IstanbulAnadolu Medical Center,5.7347006e-05,['IstanbulAnadolu Medical Center']
847,https://medigence.com/hospitals/cardiac-sciences/cabg/india,post operative,5.659069e-05,['post operative']
848,https://medigence.com/hospitals/cardiac-sciences/cabg/india,path,5.6530258e-05,['path']
849,https://medigence.com/hospitals/cardiac-sciences/cabg/india,MVR,5.65241e-05,"['MVR', 'AVR']"
850,https://medigence.com/hospitals/cardiac-sciences/cabg/india,chest tubes,5.618903e-05,['chest tubes']
851,https://medigence.com/hospitals/cardiac-sciences/cabg/india,fact,5.614496e-05,['fact']
852,https://medigence.com/hospitals/cardiac-sciences/cabg/india,fact,5.6140754e-05,['fact']
853,https://medigence.com/hospitals/cardiac-sciences/cabg/india,factors,5.6128298e-05,['factors']
854,https://medigence.com/hospitals/cardiac-sciences/cabg/india,factors,5.6088338e-05,['factors']
855,https://medigence.com/hospitals/cardiac-sciences/cabg/india,health,5.578788e-05,['health']
856,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Heart rhythm disturbances,5.509765e-05,['Heart rhythm disturbances']
857,https://medigence.com/hospitals/cardiac-sciences/cabg/india,Apollo Hospitals Bannerghatta Bengaluru,5.50153e-05,"['Apollo Hospitals Bannerghatta  Bengaluru', 'Apollo Hospitals Bannerghatta']"
858,https://medigence.com/hospitals/cardiac-sciences/cabg/india,procedures,5.4984917e-05,['procedures']
